country,wine_type,price_dollars,ratings_points
US,Chardonnay,25,85
Argentina,Cabernet Sauvignon,18,85
Spain,Tempranillo-Shiraz,30,85
US,Red Blend,22,85
Argentina,Malbec,12,85
Greece,Red Blend,27,85
US,Pinot Noir,39,88
US,Sauvignon Blanc,23,88
France,Chardonnay,30,88
Italy,Corvina- Rondinella- Molinara,24,88
Italy,Corvina- Rondinella- Molinara,25,88
Italy,Corvina- Rondinella- Molinara,25,88
US,Riesling,16,88
France,Pinot Noir,90,88
US,Pinotage,25,88
Spain,Sparkling Blend,19,88
Spain,Red Blend,24,88
US,Sauvignon Blanc,22,88
Italy,Garganega,15,88
Italy,Corvina- Rondinella- Molinara,29,88
Italy,Corvina- Rondinella- Molinara,50,88
US,Red Blend,55,88
US,Red Blend,24,88
US,Sauvignon Blanc,25,88
Spain,Monastrell,19,88
Spain,Tempranillo,30,88
US,Pinot Noir,45,88
France,Chardonnay,32,88
US,Merlot,30,88
US,Riesling,25,88
US,Bordeaux-style Red Blend,55,89
US,Chardonnay,18,89
France,RosÃ©,16,89
US,Bordeaux-style Red Blend,38,89
France,RosÃ©,15,89
France,RosÃ©,32,89
France,RosÃ©,38,89
Spain,Tinta de Toro,27,89
Spain,Cabernet Sauvignon-Merlot,15,89
US,Merlot,36,89
Spain,Monastrell,40,89
Austria,GrÃ¼ner Veltliner,13,89
US,Chardonnay,45,89
France,Syrah,27,89
France,RosÃ©,15,89
US,Sauvignon Blanc,26,89
US,Petite Sirah,65,89
Spain,Red Blend,65,89
Austria,GrÃ¼ner Veltliner,15,89
US,Cabernet Sauvignon,62,89
Italy,Pinot Nero,38,89
Austria,GrÃ¼ner Veltliner,17,89
Austria,Riesling,17,89
US,Syrah,30,90
US,Pinot Noir,52,90
US,Cabernet Sauvignon,42,90
US,Merlot,24,90
France,Chardonnay,50,90
US,Sparkling Blend,37,90
France,Chardonnay,60,90
Austria,GrÃ¼ner Veltliner,18,90
Austria,Riesling,25,90
US,White Blend,18,89
US,Syrah,36,89
US,Pinot Noir,45,89
Argentina,Bonarda,15,89
US,Chardonnay,28,89
Italy,Nebbiolo,40,89
France,Champagne Blend,80,89
US,Cabernet Sauvignon-Syrah,40,89
Australia,Cabernet Sauvignon-Shiraz,28,89
US,Cabernet Sauvignon,60,89
Austria,GrÃ¼ner Veltliner,42,89
Austria,GrÃ¼ner Veltliner,23,89
US,Red Blend,15,89
Italy,Dolcetto,20,89
Austria,Riesling,20,89
Italy,Dolcetto,14,89
Austria,Riesling,32,89
Argentina,Malbec,50,92
US,Pinot Noir,45,92
US,Pinot Noir,35,92
US,Pinot Noir,32,92
Italy,Fiano,40,92
US,G-S-M,28,92
US,Syrah,46,92
US,Pinot Noir,48,92
Germany,Riesling,42,92
US,Syrah,42,92
US,Syrah,36,92
US,Pinot Noir,44,92
US,Cabernet Sauvignon,175,92
South Africa,Bordeaux-style Red Blend,35,92
France,Malbec,40,91
Italy,Red Blend,40,91
Germany,Riesling,30,91
France,Malbec-Merlot,18,91
US,Pinot Noir,65,91
Italy,Red Blend,30,90
Argentina,Malbec,20,90
Austria,Viognier,54,90
US,Chardonnay,48,90
Austria,GrÃ¼ner Veltliner,22,90
US,Cabernet Franc,19,90
US,Bordeaux-style Red Blend,22,90
US,Red Blend,50,90
US,Chardonnay,35,90
Argentina,Malbec,11,90
US,Bordeaux-style Red Blend,30,90
US,Pinot Noir,42,90
US,Red Blend,64,90
US,Chardonnay,30,90
Germany,Riesling,16,90
US,Syrah,42,89
US,Chardonnay,36,88
US,Chardonnay,35,87
France,Champagne Blend,25,87
US,Viognier,25,87
US,White Blend,16,87
US,Chardonnay,20,87
US,Chardonnay,22,87
US,Chardonnay,22,87
France,Champagne Blend,53,87
Australia,Shiraz-Cabernet Sauvignon,11,87
US,White Blend,24,87
France,Champagne Blend,21,87
France,Champagne Blend,35,87
Australia,Grenache,30,87
US,Chardonnay,50,87
US,Chardonnay,25,87
US,Chardonnay,25,87
Australia,Chardonnay,39,87
France,Champagne Blend,12,87
New Zealand,Pinot Noir,16,87
New Zealand,Pinot Noir,30,87
US,RosÃ©,14,87
US,RosÃ©,22,87
US,GewÃ¼rztraminer,14,87
France,Champagne Blend,50,87
New Zealand,Pinot Noir,35,87
US,Bordeaux-style Red Blend,75,87
US,Cabernet Sauvignon,75,87
US,Syrah,9,86
US,Sauvignon Blanc,10,86
US,Syrah,32,86
Germany,Riesling,22,87
Australia,Cabernet Sauvignon-Shiraz,45,87
Germany,Riesling,19,86
US,Cabernet Sauvignon,65,86
US,Bordeaux-style Red Blend,52,86
US,Cabernet Sauvignon,100,86
Australia,Red Blend,19,86
US,Merlot,36,86
Austria,GrÃ¼ner Veltliner,24,86
US,Pinot Noir,45,86
Australia,Riesling,15,86
Australia,Shiraz,10,86
US,RhÃ´ne-style White Blend,28,86
Germany,Riesling,26,86
Austria,GrÃ¼ner Veltliner,22,86
US,Merlot,50,86
US,Pinot Noir,32,86
Austria,GrÃ¼ner Veltliner,23,86
Germany,Riesling,29,86
Germany,Riesling,28,86
Australia,Riesling,12,86
Argentina,Cabernet Sauvignon,12,85
US,Cabernet Sauvignon-Merlot,40,85
Spain,Monastrell,30,85
US,Syrah,20,85
France,Sauvignon Blanc,20,85
US,Pinot Gris,20,85
US,Red Blend,15,85
Argentina,White Blend,15,85
Portugal,Portuguese Red,7,85
Portugal,Portuguese Sparkling,12,85
Portugal,Portuguese White,8,85
US,Pinot Noir,42,85
Argentina,Malbec,12,85
Spain,Tempranillo Blend,20,85
US,Chardonnay,18,85
Spain,Tempranillo Blend,12,85
US,Cabernet Sauvignon,75,85
Italy,Sangiovese,40,90
US,Cabernet Sauvignon,24,90
Germany,Riesling,12,90
US,Cabernet Blend,75,90
US,Cabernet Sauvignon,20,90
Portugal,Port,37,90
US,Cabernet Sauvignon,28,90
Portugal,Port,45,90
US,Cabernet Sauvignon,40,90
US,Cabernet Sauvignon,42,90
US,Cabernet Sauvignon,45,90
Portugal,Red Blend,19,90
Portugal,Port,25,90
US,Cabernet Sauvignon,32,90
Australia,Shiraz,21,90
Portugal,Touriga Nacional,23,90
US,Red Blend,50,90
Portugal,Port,54,90
Italy,Cabernet Blend,33,90
Portugal,Port,45,90
US,Cabernet Sauvignon,38,90
Austria,GrÃ¼ner Veltliner,19,89
Spain,Tempranillo,80,89
Austria,GrÃ¼ner Veltliner,21,89
South Africa,Chenin Blanc,35,89
US,RosÃ©,18,89
US,Red Blend,40,89
US,Petit Verdot,50,89
Italy,Lagrein,40,89
South Africa,Chenin Blanc,24,89
France,RosÃ©,45,89
US,MourvÃ¨dre,25,89
US,Bordeaux-style Red Blend,40,89
Spain,Tinta de Toro,15,89
Australia,Syrah,50,89
US,Cabernet Sauvignon,28,89
Italy,Nebbiolo,25,89
US,Zinfandel,29,89
Austria,GrÃ¼ner Veltliner,25,89
Australia,Shiraz-Viognier,23,89
France,Chardonnay,100,89
Australia,Champagne Blend,32,89
Italy,Red Blend,27,89
US,Syrah-Cabernet,32,89
Austria,Riesling,22,89
US,Sauvignon Blanc,20,89
US,Cabernet Sauvignon,40,89
US,Merlot,26,89
Australia,RosÃ©,23,89
US,Port,90,89
Australia,Grenache,25,89
France,Chardonnay,400,89
France,Chardonnay,65,89
US,Merlot,25,89
US,Sangiovese,25,88
Italy,Dolcetto,19,88
US,Malbec,28,88
US,Chenin Blanc,20,88
Austria,GrÃ¼ner Veltliner,15,88
Italy,Barbera,20,88
Argentina,Cabernet Sauvignon,50,88
US,RhÃ´ne-style Red Blend,25,91
Argentina,Red Blend,25,91
Italy,Trebbiano,60,91
Austria,GrÃ¼ner Veltliner,48,91
Austria,Riesling,35,91
Italy,Red Blend,40,91
Germany,Riesling,62,91
Germany,Riesling,21,91
South Africa,Chardonnay,50,91
US,Syrah,40,91
US,Zinfandel,33,91
US,Pinot Noir,38,91
Italy,Red Blend,62,91
Italy,Fiano,40,91
Austria,BlaufrÃ¤nkisch,24,91
US,Pinot Noir,45,91
Argentina,Malbec,120,91
US,Chardonnay,38,91
US,Pinot Noir,38,91
US,Pinot Noir,32,91
Spain,Verdejo,28,89
Italy,Aglianico,40,89
Italy,Moscato,20,89
Australia,Chardonnay,20,89
US,Pinot Noir,35,89
US,Merlot,25,89
US,Cabernet Sauvignon,65,89
Spain,Sparkling Blend,15,89
Argentina,Cabernet Sauvignon,18,89
Australia,Shiraz,19,89
Italy,Primitivo,20,89
Austria,GrÃ¼ner Veltliner,21,89
US,Cabernet Sauvignon,17,89
Italy,Vermentino,33,89
France,Chardonnay,20,89
Germany,Riesling,15,89
Australia,Riesling,16,89
US,Bordeaux-style Red Blend,28,89
Argentina,Malbec,21,89
France,RhÃ´ne-style Red Blend,20,89
France,Champagne Blend,27,85
US,Zinfandel,44,85
US,Chenin Blanc,9,85
Argentina,Chardonnay,9,85
US,Zinfandel,28,85
US,Pinot Blanc,24,85
US,Zinfandel,17,85
France,Champagne Blend,34,85
France,Champagne Blend,40,85
France,Champagne Blend,45,85
France,Champagne Blend,35,85
New Zealand,Cabernet Sauvignon-Merlot,13,85
New Zealand,Sauvignon Blanc,10,85
US,RhÃ´ne-style Red Blend,14,85
US,Zinfandel,20,85
US,Zinfandel,28,84
US,Sauvignon Blanc,11,84
US,Sangiovese,14,84
US,Zinfandel,10,84
Germany,Riesling,17,86
Germany,Riesling,11,86
US,White Riesling,14,86
Australia,RhÃ´ne-style Red Blend,23,86
Germany,Riesling,15,86
Germany,Riesling,25,86
Austria,Red Blend,20,86
US,Merlot,18,86
US,Red Blend,32,86
US,Red Blend,16,86
Austria,GrÃ¼ner Veltliner,19,86
Austria,GrÃ¼ner Veltliner,15,86
Germany,Riesling,20,86
Australia,Cabernet Sauvignon,10,86
US,Sauvignon Blanc,18,89
Spain,Tempranillo,70,89
US,Chardonnay,24,89
US,Bordeaux-style Red Blend,155,89
Australia,Cabernet Sauvignon,22,89
Austria,Riesling,22,89
US,Red Blend,24,88
France,RosÃ©,22,88
France,RhÃ´ne-style Red Blend,19,88
US,Pinot Noir,55,88
US,Pinot Noir,60,88
US,Syrah,38,88
US,Bordeaux-style Red Blend,38,88
Spain,Red Blend,18,88
Spain,Monastrell,25,88
Italy,GewÃ¼rztraminer,38,88
US,Cabernet Franc,28,88
US,Syrah,30,88
France,RosÃ©,23,88
US,Cabernet Sauvignon,95,88
US,Cabernet Sauvignon,35,88
Austria,GrÃ¼ner Veltliner,22,88
US,Merlot,24,88
France,Chardonnay,48,88
Austria,Riesling,30,88
Austria,GrÃ¼ner Veltliner,34,88
France,Champagne Blend,140,88
France,Chardonnay,62,88
France,Chardonnay,40,88
US,RhÃ´ne-style Red Blend,20,88
Australia,Chardonnay,58,88
New Zealand,Sauvignon Blanc,21,88
New Zealand,Sauvignon Blanc,17,88
Austria,Riesling,24,88
Austria,GrÃ¼ner Veltliner,16,88
US,Merlot,85,88
US,Pinot Noir,24,91
France,Tannat,17,91
US,Cabernet Sauvignon,19,91
US,Pinot Noir,50,91
South Africa,Red Blend,40,91
US,Riesling,22,91
South Africa,Bordeaux-style Red Blend,30,91
US,Pinot Noir,75,91
US,Pinot Noir,45,91
US,Bordeaux-style Red Blend,80,91
US,Pinot Gris,28,91
Germany,Riesling,44,91
Germany,Riesling,30,91
US,Cabernet Sauvignon,175,91
US,Syrah,30,91
Italy,Petite Verdot,53,91
Italy,Merlot,27,91
US,Pinot Noir,59,91
Austria,Riesling,37,91
Germany,Riesling,58,91
Austria,Riesling,28,91
US,Pinot Noir,60,91
South Africa,Red Blend,30,91
US,Merlot,22,89
US,Chardonnay,17,89
US,Bordeaux-style Red Blend,40,89
Spain,Red Blend,65,89
Argentina,Malbec,25,89
Australia,Riesling,19,89
Austria,GrÃ¼ner Veltliner,17,89
US,Syrah,29,89
Austria,GrÃ¼ner Veltliner,14,89
US,Bordeaux-style Red Blend,35,89
Austria,GrÃ¼ner Veltliner,33,89
US,Pinot Noir,42,89
US,Petite Sirah,20,89
Spain,Tempranillo,20,89
Argentina,Malbec,18,89
France,Chardonnay,50,89
France,Chardonnay,48,89
Spain,Tempranillo,22,89
Spain,Red Blend,36,89
US,Syrah,32,89
US,Chardonnay,28,88
US,Pinot Blanc,12,84
France,Champagne Blend,9,84
US,Primitivo,38,84
US,Zinfandel,28,84
US,Sauvignon Blanc,14,84
France,Champagne Blend,27,84
France,Sparkling Blend,11,84
US,Sauvignon Blanc,12,84
France,Champagne Blend,31,83
US,Zinfandel,28,83
US,Zinfandel,24,83
France,Champagne Blend,9,82
US,Pinot Noir,13,82
France,Champagne Blend,50,81
US,Bordeaux-style Red Blend,90,96
France,Champagne Blend,185,95
US,Cabernet Sauvignon,85,95
US,Cabernet Sauvignon,55,94
US,Pinot Noir,29,85
Germany,Riesling,20,85
US,Syrah,40,85
US,Zinfandel,18,85
US,Merlot,50,85
Germany,Riesling,40,85
US,Zinfandel,35,85
US,Bordeaux-style Red Blend,20,85
Germany,Riesling,18,85
US,Cabernet Sauvignon,75,85
US,Chardonnay,12,85
Australia,Cabernet Sauvignon-Merlot,33,85
Germany,Riesling,29,85
Germany,Pinot Grigio,11,85
Germany,Riesling,20,85
US,Viognier,20,85
Australia,GewÃ¼rztraminer,19,85
Italy,Red Blend,28,88
Australia,SÃ©millon,30,88
US,Chardonnay,20,88
Australia,Cabernet Sauvignon,26,88
Italy,Red Blend,35,88
Australia,Shiraz,65,88
France,Champagne Blend,60,88
US,Sparkling Blend,31,88
Australia,Shiraz,24,88
Australia,Chardonnay,30,88
Austria,GrÃ¼ner Veltliner,16,88
US,Bordeaux-style Red Blend,25,88
Italy,Nebbiolo,70,88
US,Red Blend,18,88
US,Viognier,18,88
Italy,Nebbiolo,29,88
Italy,Barbera,32,88
US,Pinot Noir,40,88
US,Red Blend,18,87
US,Orange Muscat,15,87
France,RhÃ´ne-style Red Blend,11,88
Italy,Lagrein,23,88
US,Pinot Noir,75,88
Italy,White Blend,25,88
Austria,GrÃ¼ner Veltliner,22,88
US,Sauvignon Blanc,20,88
France,RhÃ´ne-style Red Blend,17,88
Italy,Sauvignon,26,88
Italy,White Blend,35,88
Austria,Austrian white blend,15,88
Italy,Teroldego,18,88
US,Bordeaux-style Red Blend,55,88
US,Chardonnay,45,88
France,RhÃ´ne-style Red Blend,12,88
Spain,Tempranillo,22,88
US,Pinot Noir,35,91
Germany,Riesling,42,91
US,Pinot Blanc,22,91
Argentina,Red Blend,70,91
Germany,Chardonnay,24,91
Argentina,Malbec,90,91
US,Zinfandel,52,91
US,Syrah,56,91
US,Bordeaux-style Red Blend,150,91
Italy,Red Blend,60,91
Germany,Weissburgunder,37,90
US,Chardonnay,15,90
France,Chenin Blanc,20,90
US,Pinot Noir,48,90
Germany,Riesling,57,90
Italy,Red Blend,60,90
US,Riesling,19,90
Germany,Riesling,24,90
US,Pinot Gris,18,90
US,Pinot Noir,35,90
France,White Blend,24,90
US,Chardonnay,35,90
US,Merlot,11,88
Argentina,Malbec,11,88
Argentina,Cabernet Sauvignon,18,88
Austria,Roter Veltliner,21,88
Italy,Negroamaro,18,88
US,Red Blend,15,88
US,Pinot Noir,38,88
Italy,Vermentino,16,88
France,Chardonnay,50,88
US,Sauvignon Blanc,15,88
France,Chardonnay,36,88
US,Chardonnay,24,88
Spain,Tempranillo,26,88
Austria,GrÃ¼ner Veltliner,45,88
US,Red Blend,10,88
Italy,Primitivo,20,88
Australia,Chardonnay,40,88
US,Cabernet Sauvignon,30,88
France,Chardonnay,29,88
Spain,Monastrell,11,88
Italy,White Blend,35,88
Argentina,Malbec,45,88
US,Merlot,16,85
US,Pinot Noir,16,85
US,Syrah,20,85
Germany,Riesling,19,85
Germany,Riesling,28,85
US,GewÃ¼rztraminer,14,85
US,Cabernet Sauvignon,40,85
US,Chardonnay,30,85
Germany,Riesling,19,85
US,RhÃ´ne-style Red Blend,25,85
US,Pinot Noir,38,85
US,Chardonnay,26,85
US,Meritage,45,85
US,Merlot,30,85
Italy,Dolcetto,23,87
Austria,GrÃ¼ner Veltliner,20,87
Italy,Barbera,28,87
US,Chardonnay,30,87
France,Champagne Blend,80,87
Italy,Barbera,17,87
US,White Blend,35,87
Italy,Nebbiolo,89,87
Austria,GrÃ¼ner Veltliner,22,87
Austria,Riesling,19,87
France,Chardonnay,75,87
US,Red Blend,26,87
Italy,Barbera,24,87
Austria,Pinot Blanc,20,87
US,Sparkling Blend,50,87
US,Pinot Grigio,20,87
Argentina,Bonarda,15,87
US,Zinfandel,33,87
US,Red Blend,29,87
US,Sauvignon Blanc,28,87
US,Merlot,24,87
South Africa,Red Blend,35,90
US,Pinot Noir,60,90
US,RhÃ´ne-style White Blend,24,90
US,Pinot Noir,40,90
Germany,Riesling,49,90
Germany,Riesling,82,90
South Africa,Red Blend,65,90
US,Cabernet Sauvignon,50,90
US,Pinot Noir,50,90
US,Bordeaux-style Red Blend,26,90
South Africa,Chardonnay,45,90
Germany,Riesling,12,90
France,Malbec,21,90
US,Pinot Noir,48,90
US,Pinot Noir,24,90
Italy,Trebbiano,45,90
Italy,Fiano,30,90
US,RhÃ´ne-style Red Blend,66,90
US,Pinot Noir,46,90
US,Sauvignon Blanc,15,90
US,Pinot Noir,35,90
Argentina,Cabernet Blend,30,90
France,Red Blend,24,90
US,Pinot Noir,40,90
Spain,Tempranillo-Cabernet Sauvignon,15,88
Spain,Red Blend,30,88
South Africa,Chenin Blanc,11,88
France,RosÃ©,11,88
Italy,Red Blend,24,88
US,Cabernet Sauvignon,17,88
US,Chardonnay,11,88
Spain,Verdejo,12,88
US,Chardonnay,30,88
Spain,Tempranillo,19,88
US,Malbec,22,88
US,Bordeaux-style Red Blend,65,88
South Africa,Chenin Blanc,15,88
Italy,Red Blend,25,88
France,RhÃ´ne-style Red Blend,39,88
US,Pinot Noir,60,88
US,Red Blend,27,88
Italy,Red Blend,13,88
Spain,Red Blend,22,88
US,Bordeaux-style Red Blend,32,88
US,Chardonnay,11,88
US,Zinfandel,34,88
Australia,Chardonnay,16,88
Spain,Sparkling Blend,13,88
US,Red Blend,13,88
Italy,Aglianico,23,88
US,Syrah,25,88
Austria,Riesling,18,88
Spain,Garnacha,9,88
US,Bordeaux-style Red Blend,27,88
US,Zinfandel,30,88
Argentina,Malbec,15,88
Italy,Vermentino,48,88
US,Shiraz,11,88
Hungary,Cabernet Sauvignon-Cabernet Franc,90,88
Australia,Shiraz,24,88
Spain,Cabernet Sauvignon,50,88
Italy,Red Blend,28,88
Austria,Riesling,22,88
France,Muscat,40,88
US,Red Blend,10,85
US,Syrah,18,84
Germany,Riesling,29,84
US,Zinfandel,30,84
US,Chardonnay,25,84
US,Chardonnay,11,84
Australia,Shiraz,10,84
Australia,Red Blend,20,84
Germany,Riesling,33,84
US,Syrah,25,84
Germany,Riesling,50,84
Germany,Riesling,47,84
US,Syrah,30,84
Germany,Riesling,22,84
US,Cabernet Franc,29,84
US,Red Blend,14,84
US,Pinot Noir,50,87
US,Sparkling Blend,31,87
US,Sparkling Blend,35,87
US,Zinfandel,36,87
France,Champagne Blend,60,87
US,Red Blend,14,87
Austria,Riesling,35,87
US,RhÃ´ne-style White Blend,32,87
US,Sparkling Blend,26,87
Austria,Riesling,18,87
Italy,Barbera,26,87
France,Chardonnay,45,87
US,Bordeaux-style Red Blend,56,87
Italy,Nebbiolo,20,87
Italy,Red Blend,30,87
Austria,GrÃ¼ner Veltliner,18,87
US,Roussanne,30,87
US,Red Blend,24,87
US,Bordeaux-style Red Blend,20,87
Italy,Barbera,30,87
US,Pinot Noir,22,90
South Africa,Shiraz,20,90
Austria,Riesling,23,90
US,Chardonnay,20,90
Italy,Red Blend,60,90
US,Zinfandel,32,90
Italy,Nero d'Avola,30,90
US,Pinot Noir,65,90
Austria,GrÃ¼ner Veltliner,18,90
France,Chardonnay,75,90
US,Meritage,26,90
Argentina,Bonarda,28,90
US,Syrah,98,90
Italy,Red Blend,30,90
US,Semillon-Sauvignon Blanc,22,90
Argentina,Bordeaux-style Red Blend,22,90
US,Pinot Noir,38,90
Italy,Verdicchio,28,90
Italy,Syrah,38,90
Germany,Riesling,18,90
Italy,Pinot Bianco,22,88
Spain,MencÃ­a,37,88
Spain,Tempranillo Blend,22,88
France,Grenache-Syrah,22,88
Italy,White Blend,22,88
US,Red Blend,48,88
US,Zinfandel,20,88
US,Pinot Noir,70,88
US,Chardonnay,14,88
France,RhÃ´ne-style Red Blend,37,88
Austria,GrÃ¼ner Veltliner,21,88
Austria,GrÃ¼ner Veltliner,16,88
US,GewÃ¼rztraminer,30,88
Austria,Austrian white blend,25,88
Spain,Tinta de Toro,10,88
South Africa,White Blend,17,88
US,Riesling,15,88
US,Bordeaux-style Red Blend,49,88
Spain,Tempranillo,15,88
Spain,Garnacha,14,88
US,Cabernet Franc,25,88
Spain,Red Blend,68,88
US,Syrah,13,88
US,Chenin Blanc,8,88
US,Cabernet Sauvignon,24,88
France,Chardonnay,25,88
Italy,Primitivo,15,88
US,Chardonnay,38,88
Italy,Negroamaro,17,88
Argentina,Malbec,15,88
Argentina,Cabernet Sauvignon,12,88
US,Cabernet Sauvignon,59,88
US,Syrah,34,88
US,Syrah,25,87
France,Chardonnay,23,87
France,RhÃ´ne-style Red Blend,40,87
US,Sangiovese,10,87
Italy,Vermentino,11,87
Argentina,Malbec,30,87
US,Pinot Noir,40,87
US,Red Blend,25,87
US,Pinot Noir,75,84
Germany,Riesling,19,84
US,Red Blend,7,84
US,Zinfandel,24,84
US,Traminer,19,84
Germany,Riesling,10,84
US,RhÃ´ne-style Red Blend,9,84
US,Red Blend,25,84
Germany,Riesling,140,84
US,Bordeaux-style Red Blend,50,84
Austria,Cabernet Blend,28,84
Austria,GrÃ¼ner Veltliner,11,84
Germany,Riesling,23,84
Germany,White Blend,9,84
US,Sparkling Blend,37,87
US,Sparkling Blend,38,87
US,Sparkling Blend,19,87
Italy,Arneis,17,86
Italy,Nebbiolo,63,86
Italy,Cortese,11,86
Italy,Arneis,22,86
Italy,Barbera,17,86
US,Sparkling Blend,20,86
US,Syrah,22,86
Italy,Dolcetto,17,86
US,RhÃ´ne-style White Blend,20,86
US,Sparkling Blend,35,86
US,Zinfandel,29,86
New Zealand,Pinot Noir,20,86
Austria,White Blend,19,86
US,Syrah,38,86
Argentina,Malbec,12,86
Argentina,Malbec,25,86
US,Chardonnay,34,86
US,Chardonnay,26,86
US,Syrah,30,86
US,Chardonnay,11,88
US,Cabernet Sauvignon,39,88
US,Verdelho,15,88
South Africa,Chenin Blanc,31,88
US,Pinot Noir,50,88
Austria,Cabernet Sauvignon,50,88
US,Malbec,30,88
South Africa,Chenin Blanc,35,88
Italy,Chardonnay,15,88
US,Merlot,18,88
Spain,Monastrell,14,88
US,Merlot,38,88
US,Syrah-Grenache,28,88
US,Chardonnay,35,88
France,RhÃ´ne-style Red Blend,16,88
South Africa,Chenin Blanc,15,88
US,Chardonnay,15,88
South Africa,Chenin Blanc,16,88
Italy,Moscato Giallo,22,88
Italy,GrÃ¼ner Veltliner,30,88
Italy,Nero d'Avola,21,88
Spain,Tempranillo,29,88
US,Pinot Noir,45,90
Argentina,Red Blend,15,90
US,Bordeaux-style Red Blend,40,90
South Africa,Grenache-Syrah,65,90
Germany,Chardonnay Weissburgunder,25,90
US,Pinot Noir,17,90
US,Pinot Noir,40,90
US,Syrah,38,90
Argentina,Malbec,40,90
US,Pinot Noir,100,90
US,Chardonnay,22,90
US,Tempranillo,35,90
US,Pinot Noir,56,90
Italy,Red Blend,19,90
US,Chardonnay,16,90
France,RhÃ´ne-style Red Blend,20,90
Italy,White Blend,40,90
Germany,Riesling,20,90
Argentina,Malbec,20,90
South Africa,Cabernet Sauvignon,18,90
US,Merlot,36,90
US,Pinot Noir,42,90
US,Bordeaux-style Red Blend,55,90
US,Syrah,20,87
Germany,Riesling,16,87
Italy,Torbato,22,87
US,Zinfandel,18,87
US,Sangiovese,60,87
Australia,Riesling,25,87
Australia,Chardonnay,12,87
Italy,Primitivo,11,87
US,Sauvignon Blanc,8,87
US,Syrah,35,87
US,Pinot Noir,20,87
Italy,Aglianico,20,87
Australia,Shiraz,20,87
Spain,AlbariÃ±o,15,87
Italy,Red Blend,22,87
Spain,Garnacha,8,87
US,Sauvignon Blanc,9,87
US,Chardonnay,30,87
US,Merlot,8,87
Italy,Negroamaro,10,87
Spain,Sparkling Blend,18,87
US,Cabernet Sauvignon,30,87
Germany,Riesling,28,84
Australia,Chardonnay,20,84
Australia,Shiraz,12,84
Germany,Riesling,13,84
US,Syrah,16,84
US,Zinfandel,20,83
Austria,Red Blend,34,83
Australia,Riesling,18,83
Australia,Merlot,25,83
US,Syrah,28,83
US,Riesling,9,83
US,Merlot,18,83
US,Cabernet Franc,22,83
Australia,Chardonnay,10,83
US,Zinfandel,25,83
US,Cabernet Sauvignon,75,86
US,Sparkling Blend,15,86
France,Champagne Blend,43,86
Italy,Dolcetto,15,86
US,Riesling,28,86
US,Red Blend,28,86
Australia,Shiraz,20,86
US,Sparkling Blend,15,86
Italy,Nebbiolo,118,86
Italy,Dolcetto,29,86
Italy,Nebbiolo,44,86
US,Cabernet Sauvignon,18,86
Argentina,Cabernet Sauvignon,20,86
Spain,Garnacha,24,88
US,Chardonnay,32,88
US,Cabernet Blend,18,88
Italy,Vermentino,23,88
Italy,Sylvaner,28,88
Austria,Riesling,95,88
Spain,Red Blend,65,88
US,Pinot Noir,27,88
US,Chardonnay,18,88
France,RhÃ´ne-style Red Blend,11,88
US,Zinfandel,32,88
France,Marsanne,60,88
Italy,MÃ¼ller-Thurgau,25,88
France,RhÃ´ne-style Red Blend,18,88
US,Chenin Blanc,17,88
US,Bordeaux-style Red Blend,20,88
US,Pinot Noir,65,90
US,Pinot Noir,25,90
US,Pinot Noir,50,90
US,Pinot Noir,60,90
US,Pinot Noir,32,90
Austria,GrÃ¼ner Veltliner,55,90
Germany,Riesling,18,90
US,Pinot Noir,100,90
Germany,Riesling,38,90
Germany,Riesling,47,90
Germany,Riesling,40,89
Italy,Red Blend,16,89
US,Pinot Noir,36,89
Argentina,Malbec,18,89
Germany,Riesling,19,89
US,Debit,130,89
US,Cabernet Sauvignon,35,89
Germany,Riesling,20,89
US,Zinfandel,33,89
US,Chardonnay,40,89
US,GewÃ¼rztraminer,19,89
US,Pinot Noir,50,89
Germany,Riesling,29,89
Germany,Riesling,25,89
Spain,Sparkling Blend,11,87
France,Chardonnay,17,87
Italy,Aglianico,16,87
Germany,Riesling,12,87
Italy,Primitivo,12,87
US,Cabernet Franc,30,87
US,Viognier,25,87
Australia,Champagne Blend,30,87
US,Pinot Grigio,9,87
Spain,Tempranillo,17,87
Hungary,Cabernet Sauvignon,29,87
Austria,GrÃ¼ner Veltliner,18,87
Argentina,Malbec,18,87
US,Chardonnay,55,87
Austria,Riesling,20,87
Argentina,Chardonnay,12,87
France,RhÃ´ne-style Red Blend,25,87
Spain,Verdejo,10,87
US,Zinfandel,19,83
Germany,White Blend,27,83
US,Sangiovese,20,83
Australia,White Blend,7,83
Australia,Cabernet Sauvignon-Shiraz,14,83
US,Merlot,35,83
US,Zinfandel,85,83
US,Pinot Noir,50,83
US,White Blend,10,83
US,Zinfandel,24,83
US,Merlot,24,82
US,Syrah,45,82
Australia,Chardonnay,10,82
US,Zinfandel,24,82
US,Zinfandel,29,86
US,Cabernet Sauvignon,85,86
US,Syrah,29,86
US,Zinfandel,38,86
US,Sparkling Blend,19,86
New Zealand,Pinot Noir,29,86
Argentina,TorrontÃ©s,13,85
US,Red Blend,34,85
US,Red Blend,10,85
Argentina,Cabernet Sauvignon,18,85
US,RhÃ´ne-style White Blend,32,85
US,Sauvignon Blanc,20,85
Italy,Red Blend,26,85
Australia,Shiraz,17,85
Italy,Cortese,20,85
US,Chardonnay,20,85
